Bill_No,Congress_Name,Bill_URL,Short_Title,Long_Title,Author,Date_Filed,Scope,Subjects,Primary_Committee,Legislative_Status
Senate Bill No. 788,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-788-15th-congress-republic,"CIVIL CODE (ARTICLE 2180, R.A. NO. 386) (ACADEMIC EDUCATIONAL INSTITUTIONS)","AN ACT AMENDING REPUBLIC ACT NO. 386, OTHERWISE KNOWN AS THE CIVIL CODE OF THE PHILIPPINES, ARTICLE 2180","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,CIVIL CODE OF THE PHILIPPINES,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 508,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-508-15th-congress-republic,PUBLIC SOLICITATION ACT OF 2010,AN ACT TO REGULATE PUBLIC SOLICITATION PROVIDING FUNDS THEREFOR AND FOR OTHER PURPOSES,"ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,PUBLIC SOLICITATION,"SOCIAL JUSTICE, WELFARE AND RURAL DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 1116,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1116-15th-congress-republic,PHILIPPINE KOMIKS REVIVAL ACT OF 2010,AN ACT TO ENHANCE GENUINE FILIPINO CULTURE AND TO ENCOURAGE THE GROWTH OF PHILIPPINE ARTISTIC TRADITION THROUGH THE RE-INTRODUCTION AND REVIVAL OF THE PHILIPPINE KOMIKS AS INSTRUCTIONAL MATERIALS IN PHILIPPINE EDUCATION,"Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,KOMIKS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 566,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-566-15th-congress-republic,"PROHIBITING NON-GOVERNMENT ENTITY FROM OCCUPYING ANY BUILDING, OFFICE OR OTHER PREMISES","AN ACT PROHIBITING THE GOVERNMENT FROM ALLOWING ANY NON-GOVERNMENT ENTITY FROM OCCUPYING ANY BUILDING, OFFICE OR OTHER PREMISES WHERE GOVERNMENTAL FUNCTIONS ARE BEING PERFORMED","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,GOVERNMENT AGENCIES,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 1174,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1174-15th-congress-republic,OVARIAN CANCER PUBLIC AWARENESS CAMPAIGN,AN ACT ESTABLISHING AN OVARIAN CANCER PUBLIC AWARENESS CAMPAIGN,"Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,OVARIAN CANCER,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 2119,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2119-15th-congress-republic,CONGRESSIONAL OVERSIGHT COMMITTEE ON DEBT MANAGEMENT,"AN ACT CONSTITUTING A CONGRESSIONAL OVERSIGHT COMMITTEE ON DEBT MANAGEMENT TO LOOK INTO ALL FOREIGN AND DOMESTIC BORROWINGS NEGOTIATED, CONTRACTED OR GUARANTEED BY THE PRESIDENT ON BEHALF OF THE PHILIPPINES AS WELL AS THOSE BY THE GOVERNMENT OR GOVERNMENT OWNED AND CONTROLLED CORPORATIONS AND FOR OTHER PURPOSES","ESCUDERO, FRANCIS G.","July 27, 2010",NATIONAL,GOVERNMENT-OWNED AND-CONTROLLED CORPORATIONS (GOCC) FOREIGN LOANS,RULES,PENDING IN THE COMMITTEE
Senate Bill No. 2177,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2177-15th-congress-republic,FISCAL RESPONSIBILITY ACT,"AN ACT INSTILLING FISCAL DISCIPLINE IN THE PUBLIC SECTOR BY ESTABLISHING PRINCIPLES OF RESPONSIBLE FINANCIAL MANAGEMENT AND PROMOTING FULL TRANSPARENCY AND ACCOUNTABILITY IN GOVERNMENT REVENUE, EXPENDITURE AND BORROWING PROGRAMS",Ralph G. Recto,"July 28, 2010",NATIONAL,FISCAL RESPONSIBILITY,FINANCE,PENDING IN THE COMMITTEE
Senate Bill No. 125,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-125-15th-congress-republic,MARITIME SAFETY ACT,"AN ACT MANDATING SHIPOWNERS, SHIP CREW, AND CONCERNED GOVERNMENT AGENCIES TO PROVIDE FOR AND ENSURE THE SAFETY OF PASSENGERS AT SEA, PROVIDING PENALTIES FOR VIOLATIONS THEREOF, AND FOR OTHER PURPOSES",Sergio R. Osmeña III,"May 7, 2010",NATIONAL,MARITIME SAFETY,PUBLIC SERVICES,PENDING IN THE COMMITTEE
Senate Bill No. 1054,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1054-15th-congress-republic,FOOD SUBSIDY PROGRAM,AN ACT TO ALLEVIATE THE CONDITIONS OF THE MARGINALIZED SECTORS OF SOCIETY BY PROVIDING A FOOD SUBSIDY PROGRAM,"Manuel B. Villar, Jr. B.","August 7, 2010",LOCAL,POVERTY ALLEVIATION FOOD SUBSIDY PROGRAM,AGRICULTURE AND FOOD,PENDING IN THE COMMITTEE
Senate Bill No. 1126,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1126-15th-congress-republic,TATTOO PATRONS PROTECTION ACT OF 2010,"AN ACT PROVIDING STANDARDS IN THE OPERATION OF TATTOO STUDIOS, PROVIDING PENALTIES FOR VIOLATION THEREOF, AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,TATTOO AND BODY PIERCING,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 19,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-19-15th-congress-republic,THE ANTI -RACIAL AND RELIGIOUS DISCRIMINATION ACT OF 2010,AN ACT PROHIBITING DISCRIMINATION AGAINST PERSONS ON ACCOUNT OF ETHNIC ORIGIN AND/OR RELIGIOUS BELIEF,Antonio F. Trillanes IV,"January 7, 2010",NATIONAL,ANTI-RACIAL/RELIGIOUS DISCRIMINATION,CULTURAL COMMUNITIES,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 1185,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1185-15th-congress-republic,NATIONAL PROTECTION AND PRESERVATION OF MANGROVE FOREST ACT,"AN ACT PROVIDING FOR THE PRESERVATION, REFORESTATION, AFFORESTATION AND SUSTAINABLE DEVELOPMENT OF MANGROVE FORESTS IN THE PHILIPPINES, PROVIDING PENALTIES THEREFOR AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,MANGROVE FORESTS,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 1957,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1957-15th-congress-republic,LOW CHOLESTEROL CONSUMER EDUCATION ACT,AN ACT PRESCRIBING LABELING REQUIREMENTS FOR FOODS WHICH CONTAINS SATURATED FAT AND CHOLESTEROL,Miriam Defensor Santiago,"July 22, 2010",NATIONAL,FOOD PRODUCTS LABEL,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 2270,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2270-15th-congress-republic,NATIONAL REVENUE AUTHORITY ACT,AN ACT CREATING THE NATIONAL REVENUE AUTHORITY AND PROVIDING FUNDS THEREFOR,Miriam Defensor Santiago,"February 8, 2010",NATIONAL,N/A,N/A,WITHDRAWN
Senate Bill No. 336,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-336-15th-congress-republic,DEPLOYMENT ABROAD OF PHILIPPINE MILITARY TROOPS,"AN ACT REQUIRING THE CONCURRENCE OF THE SENATE OF THE PHILIPPINES IN ANY INTERNATIONAL AGREEMENT PROVIDING FOR THE DEPLOYMENT ABROAD OF PHILIPPINE MILITARY TROOPS WHETHER FOR PEACEKEEPING MISSIONS OR COMBAT OPERATIONS PURSUANT TO ARTICLE VII, SECTION 21 OF THE CONSTITUTION",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,INTERNATIONAL AGREEMENT,FOREIGN RELATIONS,PENDING IN THE COMMITTEE
Senate Bill No. 865,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-865-15th-congress-republic,SUBDIVISION ROADS,AN ACT PROVIDING FOR THE OPENING OF SUBDIVISION ROADS TO VEHICULAR TRAFFIC FOR ALTERNATIVE ACCESS TO MAIN THOROUGHFARES AND FOR OTHER PURPOSES,"ESTRADA, JINGGOY E.","August 7, 2010",NATIONAL,ROADS (ALTERNATIVE ACCESS SUBDIVISION ROADS),PUBLIC WORKS,PENDING IN THE COMMITTEE
Senate Bill No. 354,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-354-15th-congress-republic,COMPREHENSIVE ADULT MENTAL HEALTH ACT OF 2010,"AN ACT ESTABLISHING A COMPREHENSIVE ADULT MENTAL HEALTH PROGRAM IN THE COUNTRY, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,MENTAL HEALTH,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 168,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-168-15th-congress-republic,NATIONAL ENVIRONMENTAL PROTECTION ACT,"AN ACT CREATING THE NATIONAL ENVIRONMENTAL PROTECTION AGENCY, DEFINING ITS POWERS, FUNCTIONS AND RESPONSIBILITIES, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,NATIONAL ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 1737,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1737-15th-congress-republic,PENALTY FOR OVERLOADING,"AN ACT AMENDING REPUBLIC ACT NO. 8794, ALSO KNOWN AS AN ACT IMPOSING MOTOR VEHICLES USER'S CHARGE ON OWNERS OF ALL TYPES OF MOTOR VEHICLES AND FOR OTHER PURPOSES, SECTION 6 ON THE PENALTY FOR OVERLOADING",Miriam Defensor Santiago,"July 21, 2010",NATIONAL,MOTOR VEHICLES USERS CHARGE (MVUC) (R.A. NO. 8794),PUBLIC WORKS,PENDING IN THE COMMITTEE
Senate Bill No. 585,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-585-15th-congress-republic,AD INTERIM AUTHORITY TO THE LANDBANK OF THE PHILIPPINES,"AN ACT GRANTING AD INTERIM AUTHORITY TO THE LAND BANK OF THE PHILIPPINES TO RECEIVE PAYMENTS OF GOVERNMENT SERVICE INSURANCE SYSTEM MONTHLY PREMIUM CONTRIBUTIONS FROM THE EMPLOYEES OF THE GOVERNMENT, AND TO FACILITATE PAYMENT OF BENEFITS, PROCEEDS, AND CLAIMS UNDER REPUBLIC ACT 8291, OTHERWISE KNOWN AS THE GOVERNMENT SERVICE INSURANCE SYSTEM ACT OF 1997","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,LAND BANK OF THE PHILIPPINES (LBP),GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 643,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-643-15th-congress-republic,LAND ADMINISTRATION REFORM ACT OF 2010,AN ACT INSTITUTING REFORMS IN LAND ADMINISTRATION,"ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,LAND ADMINISTRATION,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 2023,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2023-15th-congress-republic,QUEZON CANAL ZONE AUTHORITY,"AN ACT CREATING THE QUEZON CANAL ZONE AUTHORITY, DEFINING ITS POWERS AND FUNCTION AND FOR OTHER PURPOSES",Edgardo J. Angara,"July 26, 2010",NATIONAL,QUEZON CANAL ZONE AUTHORITY,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 2290,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2290-15th-congress-republic,DYSTONIA RESEARCH AND INFORMATION ACT,AN ACT PROMOTING RESEARCH ON DYSTONIA,Miriam Defensor Santiago,"February 8, 2010",NATIONAL,DYSTONIA,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 338,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-338-15th-congress-republic,MODERNIZATION OF FIRE PROTECTION ACT OF 2010,AN ACT PROVIDING FOR THE MODERNIZATION OF FIRE PROTECTION AND FOR OTHER PURPOSES,Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,Fire Protection,PUBLIC ORDER AND DANGEROUS DRUGS,PENDING IN THE COMMITTEE
Senate Bill No. 885,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-885-15th-congress-republic,PROTECTION FROM REPRISALS ACT,AN ACT PROVIDING FOR THE PROTECTION FROM REPRISALS TO EMPLOYEES OF CONTRACTORS FOR DISCLOSURE OF INFORMATION RELATING TO SUBSTANTIAL VIOLATION OF LAW RELATED TO PUBLIC CONTRACTS INCLUDING THE COMPETITION FOR OR NEGOTIATION OF A CONTRACT,"ESTRADA, JINGGOY E.","August 7, 2010",NATIONAL,CONTRACTOR ACCOUNTABILITY GOVERNMENT CONTRACTS/PUBLIC CONTRACTS,"LABOR, EMPLOYMENT AND HUMAN RESOURCES DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 2012,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2012-15th-congress-republic,COMPUTER EDUCATION PROGRAM,AN ACT TO INTEGRATE COMPUTER EDUCATION PROGRAM INTO THE EDUCATIONAL SYSTEM AND FOR OTHER PURPOSES,Edgardo J. Angara,"July 26, 2010",NATIONAL,COMPUTER EDUCATION,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 2579,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2579-15th-congress-republic,STREET CHILDREN WELFARE ACT OF 2010,"AN ACT ADVANCING THE RIGHTS OF STREET CHILDREN BY STRENGTHENING THE BARANGAY COUNCIL FOR THE PROTECTION OF CHILDREN (BCPC) AND ESTABLISHING AN INCENTIVES SYSTEM FOR THE PRIVATE SECTOR ENGAGED IN THE PROMOTION OF THE WELFARE OF STREET CHILDREN, AND FOR OTHER PURPOSES",Ralph G. Recto,"August 11, 2010",NATIONAL,STREET CHILDREN,"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE COMMITTEE
Senate Bill No. 605,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-605-15th-congress-republic,CABLE TELEVISION ACT OF 2010,"AN ACT PROMOTING AND REGULATING THE OPERATION OF CABLE TELEVISION IN THE PHILIPPINES, AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,CABLE TELEVISION,PUBLIC SERVICES,PENDING IN THE COMMITTEE
Senate Bill No. 2070,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2070-15th-congress-republic,MAINTENANCE AND OTHER OPERATING EXPENSES (MOOE) AND CAPITAL OUTLAY,AN ACT AUTHORIZING GOVERNMENT HOSPITALS TO UTILIZE ALL ITS INCOME FOR HOSPITAL OPERATIONS PARTICULARLY MAINTENANCE AND OTHER OPERATING EXPENSES (MOOE) AND CAPITAL OUTLAY,Edgardo J. Angara,"July 26, 2010",NATIONAL,HOSPITALS (GOVERNMENT HOSPITALS),HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 663,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-663-15th-congress-republic,SLOPING AGRICULTURAL LAND TECHNOLOGY (SALT) ACT OF 2010,"AN ACT ESTABLISHING THE SLOPING OF AGRICULTURAL LAND TECHNOLOGY FARMING PROGRAM, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,SLOPING AGRICULTURAL LAND TECHNOLOGY (SALT),AGRICULTURE AND FOOD,PENDING IN THE COMMITTEE
Senate Bill No. 1793,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1793-15th-congress-republic,NATIONAL FLOOD INSURANCE ACT,AN ACT INSTITUTING A NATIONAL FLOOD INSURANCE PROGRAM,Miriam Defensor Santiago,"July 21, 2010",NATIONAL,FLOOD INSURANCE,"BANKS, FINANCIAL INSTITUTIONS AND CURRENCIES",PENDING IN THE COMMITTEE
Senate Bill No. 2357,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2357-15th-congress-republic,UPGRADING THE MINIMUM SALARY GRADE LEVEL OF PUBLIC SCHOOL TEACHERS IN ELEMENTARY AND SECONDARY LEVEL,AN ACT UPGRADING THE MINIMUM SALARY GRADE LEVEL OF PUBLIC SCHOOL TEACHERS IN ELEMENTARY AND SECONDARY LEVELS FROM GRADE 10 TO GRADE 18 AND AUTHORIZING THE APPROPRIATIONSI OF FUNDS THEREFOR,"ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","September 8, 2010",NATIONAL,TEACHERS SALARY GRADE,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 383,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-383-15th-congress-republic,VETERANS,"AN ACT EXTENDING PREFERENCE OF EMPLOYMENT TO ANY ONE CHILD OF VETERANS IN THE GOVERNMENT, INCLUDING GOVERNMENT-OWNED AND CONTROLLED CORPORATIONS AND FOR OTHER PURPOSES",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,VETERANS,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 1850,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1850-15th-congress-republic,FUND-RAISING ACTIVITIES FOR POLITICAL PURPOSES,"AN ACT AMENDING BATAS PAMBANSA BLG. 881, AS AMENDED, OTHERWISE KNOWN AS THE OMNIBUS ELECTION CODE OF THE PHILIPPINES, SECTION 97, ON CONDUCTING FUND-RAISING ACTIVITIES FOR POLITICAL PURPOSES",Miriam Defensor Santiago,"July 21, 2010",NATIONAL,OMNIBUS ELECTION CODE (BATAS PAMBANSA BLG. 881) PUBLIC SOLICITATION,ELECTORAL REFORMS AND PEOPLES PARTICIPATION,PENDING IN THE COMMITTEE
Senate Bill No. 952,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-952-15th-congress-republic,LAKE LANAO DEVELOPMENT AUTHORITY ACT OF 2010,"AN ACT CREATING THE LAKE LANAO DEVELOPMENT AUTHORITY, DEFINING ITS POWERS, FUNCTIONS AND DUTIES, AND FOR OTHER PURPOSES","LAPID, MANUEL ""LITO"" M.","August 7, 2010",NATIONAL,LAKE LANAO DEVELOPMENT AUTHORITY,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 1562,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1562-15th-congress-republic,AIRLINE PASSENGER FAIRNESS ACT,AN ACT ESTABLISHING A NATIONAL POLICY OF BASIC CONSUMER FAIR TREATMENT FOR AIRLINE PASSENGERS,Miriam Defensor Santiago,"July 19, 2010",NATIONAL,AIRLINE PASSENGER FAIRNESS ACT,PUBLIC SERVICES,PENDING IN THE COMMITTEE
Senate Bill No. 441,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-441-15th-congress-republic,"THE LOCAL GOVERNMENT CODE OF 1991, R.A. NO. 7160, POSTING AND SUMMARY INCOME OF EXPENDITURES","AN ACT AMENDING SECTIONS 352 AND 543 OF REPUBLIC ACT NO. 7160, OTHERWISE KNOWN AS THE LOCAL GOVERNMENT CODE OF 1991","ESTRADA, JINGGOY E.","June 7, 2010",NATIONAL,"LOCAL GOVERNMENT CODE, AMENDMENTS (R.A. NO. 7160)",LOCAL GOVERNMENT,PENDING IN THE COMMITTEE
Senate Bill No. 5,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-5-15th-congress-republic,UNIVERSALLY ACCESSIBLE CHEAPER AND QUALITY MEDICINES ACT,AN ACT AMENDING CERTAIN SECTIONS OF REPUBLIC ACT NO. 9502 OTHERWISE KNOWN AS 'UNIVERSALLY ACCESSIBLE CHEAPER AND QUALITY MEDICINES ACT OF 2008' AND FOR OTHER PURPOSES,"LEGARDA, LOREN B.","January 7, 2010",NATIONAL,CHEAPER MEDICINES,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 162,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-162-15th-congress-republic,FREEDOM OF INFORMATION ACT OF 2010,"AN ACT IMPLEMENTING THE RIGHT OF THE PEOPLE TO INFORMATION ON MATTERS OF PUBLIC CONCERN GUARANTEED UNDER SECTION 7, ARTICLE III OF THE 1987 CONSTITUTION AND THE STATE POLICY OF FULL PUBLIC DISCLOSURE OF ALL ITS TRANSACTIONS INVOLVING PUBLIC INTEREST UNDER SECTION 28, ARTICLE II OF THE 1987 CONSTITUTION, AND FOR OTHER PURPOSES","ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","June 7, 2010",NATIONAL,RIGHT TO INFORMATION,PUBLIC INFORMATION AND MASS MEDIA,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 2137,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2137-15th-congress-republic,PHILIPPINE AIR FORCE ACADEMY ACT OF 2010,"AN ACT ESTABLISHING THE PHILIPPINE AIR FORCE ACADEMY (PAFA), APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES","LAPID, MANUEL ""LITO"" M.","July 27, 2010",NATIONAL,N/A,NATIONAL DEFENSE AND SECURITY,PENDING IN THE COMMITTEE
Senate Bill No. 730,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-730-15th-congress-republic,NATIONAL TRANSPORTATION SAFETY BOARD ACT OF 2010,"AN ACT CREATING A NATIONAL TRANSPORTATION SAFETY BOARD, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,NATIONAL TRANSPORTATION SAFETY BOARD,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 1342,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1342-15th-congress-republic,ANTI-RELIGIOUS AND RACIAL PROFILING ACT OF 2010,AN ACT PROHIBITING RELIGIOUS OR RACIAL PROFILING,"LEGARDA, LOREN B.","July 13, 2010",NATIONAL,ANTI-RACIAL/RELIGIOUS DISCRIMINATION,CULTURAL COMMUNITIES,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 789,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-789-15th-congress-republic,PUBLIC SCHOOL SITES,AN ACT PROVIDING FOR THE ADMINISTRATIVE AND SUMMARY TITLING OF REAL PROPERTIES USED AS SITES FOR PUBLIC SCHOOLS,"ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,SCHOOL SITES/SCHOOL CAMPUS,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 140,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-140-15th-congress-republic,SUSTAINABLE FOREST MANAGEMENT ACT OF 2010,AN ACT PROVIDING FOR SUSTAINABLE FOREST MANAGEMENT,"CAYETANO, PIA S.","May 7, 2010",NATIONAL,SUSTAINABLE FOREST MANAGEMENT,ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 2423,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2423-15th-congress-republic,GOOD CONDUCT ALLOWANCE TO PRISONERS,"AN ACT GRANTING MANDATORY GOOD CONDUCT ALLOWANCE TO PRISONERS WHO PARTICIPATE IN LITERACY, SKILLS AND VALUES DEVELOPMENT PROGRAMS IN PENAL INSTITUTIONS",Miriam Defensor Santiago,"August 17, 2010",NATIONAL,PRISONERS GOOD CONDUCT TIME ALLOWANCE (GCTA) PRISONERS/INMATES,JUSTICE AND HUMAN RIGHTS,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 1917,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1917-15th-congress-republic,PRODUCT LIABILITY ACT,AN ACT ESTABLISHING LEGAL STANDARDS AND PROCEDURES FOR PRODUCT LIABILITY LITIGATION AND FOR OTHER PURPOSES,Miriam Defensor Santiago,"July 22, 2010",NATIONAL,PRODUCT LIABILITY LITIGATION,JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 2481,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2481-15th-congress-republic,ISLAND OF BORACAY (PROVINCE OF AKLAN),"AN ACT ESTABLISHING A MECHANISM FOR THE SUSTAINABLE DEVELOPMENT AND USE OF THE ISLAND OF BORACAY, MUNICIPALITY OF MALAY, PROVINCE OF AKLAN, DEFINING FOR THE PURPOSE THE MODE OF ACQUISITION FOR CERTAIN PARCELS OF ITS PUBLIC DOMAIN CLASSIFIED AS AGRICULTURAL LAND OPEN TO DISPOSITION UNDER PROCLAMATION NO. 1064 AND PROVIDING ENVIRONMENTAL SAFEGUARDS THEREFOR, AND FOR OTHER PURPOSES",Franklin M. Drilon,"July 9, 2010",NATIONAL,BORACAY ISLAND AGRICULTURAL LAND CONVERSION,ENVIRONMENT AND NATURAL RESOURCES,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 509,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-509-15th-congress-republic,COMMISSION ON THE FAMILY,ACT PROVIDING FOR THE CREATION OF A COMMISSION ON THE FAMILY,"ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,COMMISSION ON THE FAMILY,"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE COMMITTEE
